52.141.25.42:443#Los Angeles@106
142.171.14.102:27510#Los Angeles@2204
66.103.216.214:37357#Los Angeles@2207
132.226.119.111:24361#Los Angeles@2218
149.248.7.208:443#Los Angeles@2222
142.171.94.100:9960#Los Angeles@2244
64.64.227.118:35375#Los Angeles@2245
142.171.75.222:17628#Los Angeles@2251
38.105.26.109:36875#Los Angeles@2253
158.101.39.0:42979#Los Angeles@2254
142.171.140.152:443#Los Angeles@2266
107.148.20.127:29500#Los Angeles@2268
72.18.83.132:16232#Los Angeles@2269
154.29.155.249:443#Los Angeles@2282
142.171.52.104:9933#Los Angeles@2285
129.153.112.108:3966#Los Angeles@2286
129.146.22.121:41913#Los Angeles@2296
129.146.114.239:44039#Los Angeles@2301
23.94.213.132:27149#Los Angeles@2308
74.48.136.41:123#Los Angeles@2314
91.149.239.70:443#Los Angeles@2320
158.101.11.204:15805#Los Angeles@2321
204.13.153.239:59060#Los Angeles@2335
38.46.3.168:53361#Los Angeles@2338
154.29.150.2:8080#Los Angeles@2349
142.171.94.70:27149#Los Angeles@2375
141.148.187.195:443#Los Angeles@2378
142.171.192.140:10001#Los Angeles@2380
91.149.239.122:443#Los Angeles@2407
74.48.86.121:12222#Los Angeles@2412
104.224.176.138:37269#Los Angeles@2414
141.147.144.15:13357#Los Angeles@2428
141.148.153.223:36818#Los Angeles@2443
142.171.85.230:28034#Los Angeles@2444
129.153.91.86:3701#Los Angeles@2447
91.149.239.62:443#Los Angeles@2450
141.148.164.46:57239#Los Angeles@2454
152.70.155.147:443#Los Angeles@2455
144.168.56.119:40864#Los Angeles@2458
154.21.90.72:36532#Los Angeles@2474
72.18.81.113:15320#Los Angeles@2481
45.32.131.28:31001#Los Angeles@2495
95.163.203.38:2053#Los Angeles@2523
65.49.195.163:14828#Los Angeles@2542
154.17.29.80:50235#Los Angeles@2548
66.112.212.21:818#Los Angeles@2553
67.216.210.229:15677#Los Angeles@2554
172.96.194.124:34555#Los Angeles@2555
104.224.177.224:8443#Los Angeles@2559
38.150.34.152:443#Los Angeles@2561
144.34.163.149:58431#Los Angeles@2574
67.209.179.237:30419#Los Angeles@2576
23.105.220.138:20018#Los Angeles@2580
144.34.184.181:33741#Los Angeles@2586
152.70.143.175:29187#Los Angeles@2593
104.128.89.43:23357#Los Angeles@2606
172.96.193.137:20408#Los Angeles@2610
65.49.192.225:58564#Los Angeles@2611
141.11.95.35:35443#Los Angeles@2614
66.112.215.227:18819#Los Angeles@2616
107.182.179.27:2443#Los Angeles@2617
144.34.186.222:8443#Los Angeles@2618
107.182.27.151:443#Los Angeles@2621
172.96.209.184:13733#Los Angeles@2624
91.149.239.206:443#Los Angeles@2631
144.168.62.18:51204#Los Angeles@2633
141.148.181.105:38945#Los Angeles@2636
141.11.95.10:18443#Los Angeles@2640
170.205.38.77:443#Los Angeles@2648
66.98.127.46:2053#Los Angeles@2655
104.234.36.27:33388#Los Angeles@2668
107.182.187.11:57050#Los Angeles@2678
141.11.92.161:7555#Los Angeles@2681
172.96.192.109:22503#Los Angeles@2698
91.149.239.198:443#Los Angeles@2705
97.64.26.142:30840#Los Angeles@2709
91.149.239.64:443#Los Angeles@2710
38.58.63.150:51646#Los Angeles@2711
65.49.216.153:2443#Los Angeles@2715
95.169.26.188:38557#Los Angeles@2737
95.169.4.66:50723#Los Angeles@2738
195.123.241.122:50008#Los Angeles@2759
45.146.234.144:28217#Los Angeles@2792
129.146.46.164:443#Los Angeles@2806
